Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
310,210,41,89,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",National Center for Medium Range Weather Forecast,IBM,India,2013,Research,16832,0,318443,350106,0,0,349.6,910.88,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,South-central Asia,Asia
311,211,36,53,Blackthorn,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",AWE,"Bull, Atos Group",United Kingdom,2010,Research,17856,0,318000,371404.8,2668480,0,446.4,712.37,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Northern Europe,Europe
312,213,42,109,,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,China,2013,Industry,36792,0,317781.9,676973,0,0,,,Cluster,Xeon E5-2630 6C 2.3GHz,Intel SandyBridge,2300,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
313,214,43,135,,"Cluster Platform SL250s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",IT Service Provider,Hewlett-Packard,India,2014,Industry,18660,0,316846.8,373200,0,0,,,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,South-central Asia,Asia
314,215,44,168,,"ASUS ESC4000 FDR/G2S, Intel Xeon E5-2690v2 10C 3GHz, Infiniband FDR, AMD FirePro S9150",GSI Helmholtz Center,"AMD, ASUS, FIAS, GSI",Germany,2014,Research,10976,9856,316700,593600,1290240,0,,,Cluster,Intel Xeon E5-2690v2 10C 3GHz,Intel IvyBridge,3000,Linux,Linux,AMD FirePro S9150,10,Intel Xeon E5 (IvyBridge),ASUS ESC4000 FDR/G2S,ASUS GPU Cluster,Infiniband,Infiniband FDR,Western Europe,Europe
315,218,44,109,,"Apollo 6000 XL230a, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",CSC (Center for Scientific Computing),Hewlett-Packard,Finland,2014,Academic,9528,0,314396.7,396365,0,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL230a,HP Apollo,Infiniband,Infiniband FDR,Northern Europe,Europe
316,219,45,219,,"Cluster Platform 3000 BL460c, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Telecommunication Company,Hewlett-Packard,China,2015,Industry,11904,0,312690.61,457114,0,0,,,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,6,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,10G,10G Ethernet,Eastern Asia,Asia
317,220,42,113,,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2013,Industry,32604,0,311558.6,652080,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
318,,46,318,,"Sugon Cluster W780I, Xeon E5-2640v3 8C 2.6GHz, Infiniband QDR, NVIDIA Tesla K80","Institute of Modern Physics (IMP), Chinese Academy of Sciences",Sugon,China,2015,Research,6944,6448,310600,484394,632000,0,65,4778.46,Cluster,Xeon E5-2640v3 8C 2.6GHz,Intel Haswell,2600,Linux,Linux,NVIDIA Tesla K80,8,Intel Xeon E5 (Haswell),Sugon Cluster W780I,Sugon Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
319,221,42,114,,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",IT Service Provider (B),Hewlett-Packard,United States,2013,Industry,32436,0,310171.2,648720,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
320,222,44,174,magnolia,"Cray XC40, Xeon E5-2695v3 14C 2.3GHz, Aries interconnect ","Academic Center for Computing and Media Studies (ACCMS),  Kyoto University",Cray Inc.,Japan,2014,Academic,11648,0,307200,428646.4,1704960,0,165.3,1858.44,MPP,Xeon E5-2695v3 14C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,14,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
321,223,43,141,,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",Heavy Industry Company,Hewlett-Packard,Japan,2014,Industry,16080,0,305803,360192,0,0,,,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Eastern Asia,Asia
322,224,40,81,Hercules,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),IBM,United States,2012,Government,17472,0,303965,363418,0,0,347.26,875.32,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas
323,,46,323,,"Inspur TS10000 HPC Server, Xeon E5-2650v3 10C 2GHz, 10G Ethernet",Internet Service,Inspur,China,2015,Industry,17920,0,303854,573440,3386561,0,188,1616.24,Cluster,Xeon E5-2650v3 10C 2GHz,Intel Haswell,2000,CentOS,Linux,None,10,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
324,225,42,116,,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2013,Industry,31524,0,302600.1,630480,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
325,,46,325,XingGui,"Dell C4130, Xeon E5-2650v3/2650v2 10C/8C 2/2.6GHz, Infiniband FDR, NVIDIA Tesla K40m/K20M",Hefei Internet Company,Dell,China,2015,Industry,5984,4516,302100,422800,684106,0,94.8,3186.71,Cluster,Xeon E5-2650v3 10C 2GHz,Intel Haswell,2000,CentOS,Linux,NVIDIA Tesla K40m,10,Intel Xeon E5 (Haswell),Dell C4130,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
326,226,37,22,LOEWE-CSC,"SuperServer 2022TG-GIBQRF, Opteron 6172 12C 2.1GHz, Infiniband QDR, ATI HD 5870",Universitaet Frankfurt,Clustervision/Supermicro,Germany,2011,Academic,44928,24576,299300,588748.8,2095104,0,416.78,718.12,Cluster,Opteron 6172 12C 2.1GHz,AMD x86_64,2100,Linux,Linux,ATI HD 5870,12,"Opteron 6100-series ""Magny-Cours"" ",SuperServer 2022TG-GIBQRF,Supermicro SuperServer,Infiniband,Infiniband QDR,Western Europe,Europe
327,227,42,118,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet",Banking (M),Hewlett-Packard,United States,2013,Industry,29696,0,298713.4,617677,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
328,228,45,228,,"Atipa Cluster, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",DOE/Bettis Atomic Power Laboratory,Atipa Technology,United States,2015,Research,12768,0,298429,510720,2418528,655200,174,1715.11,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),Atipa Cluster,Atipa Cluster,Infiniband,Infiniband FDR,North America,Americas
329,229,44,177,,"Atipa Cluster, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",DOE/Knolls Atomic Power Laboratory,Atipa Technology,United States,2014,Research,12768,0,298429,510720,2418528,655200,174,1715.11,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),Atipa Cluster,Atipa Cluster,Infiniband,Infiniband FDR,North America,Americas
330,230,45,230,,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet",Hosting Services,Hewlett-Packard,United States,2015,Industry,24320,0,296868,505856,0,0,,,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
331,231,45,231,,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband QDR",Automative Company,Hewlett-Packard,United States,2015,Industry,9600,0,296294,384000,0,0,,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Infiniband,Infiniband FDR,North America,Americas
332,232,40,85,Gaea C1,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect",NOAA/Oak Ridge National Laboratory,Cray Inc.,United States,2012,Research,41984,0,296000,386253,1678464,0,,,MPP,Opteron 6276 16C 2.3GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Custom Interconnect,Cray Gemini interconnect,North America,Americas
333,234,43,147,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet",Service Provider,Hewlett-Packard,"Korea, South",2014,Industry,17920,0,295767,430080,0,0,,,Cluster,Intel Xeon E5-2690v2 10C 3GHz,Intel IvyBridge,3000,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Eastern Asia,Asia
334,233,43,148,,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2690v2 10C 3GHz, 10G Ethernet",Service Provider,Hewlett-Packard,"Korea, South",2014,Industry,17920,0,295767,430080,0,0,,,Cluster,Intel Xeon E5-2690v2 10C 3GHz,Intel IvyBridge,3000,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Eastern Asia,Asia
335,235,36,21,,Cray XE6 12-core 2.2 GHz,Government,Cray Inc.,United States,2010,Government,45504,0,295500,400435,0,0,,,MPP,Opteron 6174 12C 2.2GHz,AMD x86_64,2200,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Cray Gemini interconnect,North America,Americas
336,236,45,236,Magic Cube - II,"Sugon Cluster TC4600E, Xeon E5-2680v3 12C 2.5GHz, Infiniband EDR",Shanghai Supercomputer Center,Sugon,China,2015,Research,9960,0,295500,398400,2673000,0,220,1343.18,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Sugon Cluster TC4600E,Sugon Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia
337,,46,337,yoda,"EXXACT TXR410-768R Cluster, Intel Xeon E5-2620v2 6C 2.1GHz, Infiniband FDR, Nvidia Titan Black",Naval Research Laboratory (NRL),EXXACT Corporation,United States,2015,Research,7920,7200,294400,830976,549504,0,,,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,CentOS,Linux,Nvidia Titan Black,6,Intel Xeon E5 (IvyBridge),EXXACT TXR410-768R Cluster,EXXACT Cluster,Infiniband,Infiniband FDR,North America,Americas
338,237,39,61,,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090",IT Provider (P),Hewlett-Packard,United States,2012,Industry,31680,23040,293868.3,1049530,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
339,,46,339,,"Sugon Cluster W580I, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet, NVIDIA Tesla K20",Internet Company,Sugon,China,2015,Industry,6144,4992,293200,470170,1105000,0,115,2549.57,Cluster,Intel Xeon E5-2620v2 6C 2.1GHz,Intel IvyBridge,2100,Linux,Linux,NVIDIA Tesla K20,6,Intel Xeon E5 (IvyBridge),Sugon Cluster W580I,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
340,238,42,124,,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2013,Industry,39264,0,291792.5,628224,0,0,,,Cluster,Xeon E5-2620 6C 2GHz,Intel SandyBridge,2000,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
341,,46,341,bwForCluster MLS&WISO Production WAN,"MEGWARE MiriQuid, Xeon E5-2630v3/2640v3 8C 2.4/2.6GHz, Infiniband QDR",University Heidelberg and University Mannheim,MEGWARE,Germany,2015,Academic,9792,0,291372,371097.6,2123328,0,182,1600.95,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
342,,46,342,,"Sugon TC6000, Intel Xeon E5-2650v2  8C 2.6GHz, Gigabit Ethernet",Government,Sugon,China,2014,Government,25600,0,290800,532480,2345000,0,300,969.33,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
343,239,42,125,,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2013,Industry,30000,0,289800,600000,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
344,240,41,101,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Energy Company,Hewlett-Packard,United States,2013,Industry,18688,0,289735,388710,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
345,241,44,189,Lobachevsky,"GPU Blade Cluster, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, NVIDIA K20",Lobachevsky State University of Nizhni Novgorod,"Niagara Computers, Supermicro",Russia,2014,Academic,5310,3510,289500,348660,806400,564480,,,Cluster,Intel Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,CentOS,Linux,NVIDIA Tesla K20,10,Intel Xeon E5 (IvyBridge),GPU Blade Cluster,GPU Blade Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe
346,242,45,242,,"Cluster Platform DL360p Gen8, Xeon E5-2650Lv2 10C 1.7GHz, 10G Ethernet",Hosting Services,Hewlett-Packard,United States,2015,Industry,33120,0,289018.07,450432,0,0,,,Cluster,Intel Xeon E5-2650Lv2 10C 1.7GHz,Intel IvyBridge,1700,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
347,244,40,170,RSC Tornado SUSU,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi SE10X",South Ural State University,RSC Group,Russia,2012,Academic,28032,23424,288200,473640.96,980992,0,294,980.27,Cluster,Xeon X5680 6C 3.33GHz,Intel Nehalem,3330,CentOS,Linux,Intel Xeon Phi SE10X,6,Xeon 5600-series (Westmere-EP),RSC Tornado,RSC Cluster,Infiniband,Infiniband QDR,Eastern Europe,Europe
348,245,41,286,,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet",Logistic Services (E),Hewlett-Packard,United States,2013,Industry,29580,0,286239.7,591600,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform DL360p Gen8,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
349,246,38,48,Gordon,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",UCSD/San Diego Supercomputer Center,Cray Inc.,United States,2011,Academic,16160,0,285800,336128,2558976,1279488,358.4,797.43,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
350,247,45,247,,"Apollo 6000 XL2x0a, Xeon E5-2683v3 14C 2GHz, Infiniband QDR",Financial Institution (P),Hewlett-Packard,United Kingdom,2015,Industry,11480,0,283455,367360,0,0,,,Cluster,Xeon E5-2683v3 14C 2GHz,Intel Haswell,2000,Linux,Linux,None,14,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Infiniband,Infiniband QDR,Northern Europe,Europe
351,,46,351,Piz Kesch,"Cray CS-Storm, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR, NVIDIA Tesla K80",Swiss National Supercomputing Centre (CSCS),Cray Inc.,Switzerland,2015,Research,5568,4992,282500,383002,747296,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,NVIDIA Tesla K80,12,Intel Xeon E5 (Haswell),Cray CS-Storm,Cray CS-Storm,Infiniband,Infiniband FDR,Western Europe,Europe
352,248,41,103,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Geoscience (P),Hewlett-Packard,United States,2013,Industry,18176,0,281797,378061,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
353,,46,353,,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",IT Provider (P),Hewlett-Packard,United States,2015,Industry,9120,0,281480,364800,0,0,,,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Infiniband,Infiniband FDR,North America,Americas
354,249,45,249,,"Cluster Platform DL380p Gen8 , Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet",Hosting Services,Hewlett-Packard,United States,2015,Industry,23040,0,281244,479232,0,0,,,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Cluster Platform DL380p Gen8 ,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
355,250,43,160,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.5GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,Netherlands,2014,Industry,21432,0,280895,428640,0,0,,,Cluster,Xeon E5-2640 6C 2.5GHz,Intel SandyBridge,2500,Linux,Linux,None,6,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,Western Europe,Europe
356,,46,356,,"Apollo 6000 XL2x0a, Xeon E5-2690v3 12C 2.6GHz, Gigabit Ethernet",Energy Company (D),Hewlett-Packard,United States,2015,Industry,13056,0,280737.2,543130,0,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
357,,46,357,,"Apollo 6000 XL2x0a, Xeon E5-2690v3 12C 2.6GHz, Gigabit Ethernet",Energy Company (D),Hewlett-Packard,United States,2015,Industry,13056,0,280737.2,543130,0,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
358,,46,358,,"Apollo 6000 XL2x0a, Xeon E5-2690v3 12C 2.6GHz, Gigabit Ethernet",Energy Company (D),Hewlett-Packard,United States,2015,Industry,13056,0,280737.2,543130,0,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
359,,46,359,,"Apollo 6000 XL2x0a, Xeon E5-2690v3 12C 2.6GHz, Gigabit Ethernet",Energy Company (D),Hewlett-Packard,United States,2015,Industry,13056,0,280737.2,543130,0,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
360,,46,360,,"Apollo 6000 XL2x0a, Xeon E5-2690v3 12C 2.6GHz, Gigabit Ethernet",Energy Company (D),Hewlett-Packard,United States,2015,Industry,13056,0,280737.2,543130,0,0,,,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
361,,46,361,,"Sugon TC5000, Xeon E5-2407 4C 2.2GHz, Gigabit Ethernet",Internet Company,Sugon,China,2015,Industry,28800,0,280700,506880,2154000,0,520,539.81,Cluster,Xeon E5-2407 4C 2.2GHz,Intel SandyBridge,2200,Linux,Linux,None,4,Intel Xeon E5 (SandyBridge),Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
362,,46,362,,"Sugon TC5000, Xeon E5-2407 4C 2.2GHz, Gigabit Ethernet",Internet Company,Sugon,China,2013,Industry,28800,0,280700,506880,2154000,0,520,539.81,Cluster,Xeon E5-2407 4C 2.2GHz,Intel SandyBridge,2200,Linux,Linux,None,4,Intel Xeon E5 (SandyBridge),Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
363,251,41,104,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",IT Service Provider (B),Hewlett-Packard,United States,2013,Industry,19712,0,279738,410010,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,10G,10G Ethernet,North America,Americas
364,252,45,252,,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Japan Advanced Institute of Science and Technology,Cray Inc.,Japan,2015,Academic,8640,0,278137,359424,2234880,0,,,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
365,,46,365,,"Cluster Platform SL230s Gen8, Intel Xeon E5-2667v2 8C 3.3GHz, Gigabit Ethernet",Manufacturing,Hewlett-Packard,"Korea, South",2015,Industry,20992,0,277948.3,554189,0,0,,,Cluster,Intel Xeon E5-2667v2 8C 3.3GHz,Intel IvyBridge,3300,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
366,253,41,105,,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Geoscience (P),Hewlett-Packard,United States,2013,Industry,17920,0,277828,372736,0,0,,,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
367,254,43,163,,"Cluster Platform SL230s/SL250s, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet",Web-Service Provider,Hewlett-Packard,United States,2014,Industry,20400,0,277516.7,408000,0,0,,,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s/SL250s,HP Cluster Platform 3000SL,10G,10G Ethernet,North America,Americas
